Archivo Fuente,Entidad,Fecha,Caja Ahorro M/L Nominal,Caja Ahorro M/L Efectiva,Caja Ahorro M/E Nominal,Caja Ahorro M/E Efectiva,CDA <= 180 M/L Nominal,CDA <= 180 M/L Efectiva,CDA <= 180 M/E Nominal,CDA <= 180 M/E Efectiva,CDA <= 365 M/L Nominal,CDA <= 365 M/L Efectiva,CDA <= 365 M/E Nominal,CDA <= 365 M/E Efectiva,CDA > 365 M/L Nominal,CDA > 365 M/L Efectiva,CDA > 365 M/E Nominal,CDA > 365 M/E Efectiva
Financieras-Agosto-2013.pdf,Tu Financiera S.A.,F082013,"0,40|0,43","0,40|0,43","0,20|0,17","0,20|0,17","4,00|6,00","4,07|6,17","1,00|2,00","1,00|2,02","5,00|8,00","5,12|8,30","2,50|3,50","2,53|3,56",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Ara SA de Finanzas,F072013,"-|0,71","-|0,71","-|0,34","-|0,34","1,00|8,70","1,00|9,06","1,00|12,60","1,00|13,35","5,00|13,50","5,12|14,37","3,00|12,25","3,04|12,96",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Crisol y Encarnación Financiera S.A. (CEFISA),F072013,"0,72|0,72","0,72|0,72","0,10|0,15","0,10|0,15","2,00|3,50","2,02|3,56","1,75|2,75","1,76|2,78","4,50|7,00","4,59|7,23","3,00|4,50","3,04|4,59",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,El Comercio Financiera S.A.E.C.A.,F072013,"-|0,25","-|0,25","-|0,10","-|0,10","1,00|5,00","1,00|5,12","1,00|4,00","1,00|4,07","5,00|8,00","5,12|8,30","2,50|5,00","2,53|5,12","5,00|8,00","5,12|8,30","3,00|5,00","3,04|5,12"
Financieras-Julio-2013.pdf,Financiera Exportadora Paraguaya S.A.(FINEXPAR),F072013,"0,10|0,46","0,10|0,46","0,10|0,24","0,10|0,24","3,50|8,00","3,56|8,30","2,00|5,00","2,02|5,12","8,00|10,50","8,30|11,02","3,50|5,50","3,56|5,64",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Financiera Internacional Santa Ana S.A.,F072013,"0,50|0,72","0,50|0,72","0,14|0,21","0,14|0,21","5,00|8,00","5,12|8,30",-|-,-|-,"9,00|12,00","9,38|12,68","3,00|5,00","3,12|5,12",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F072013,"0,50|0,50","0,50|0,50","0,30|0,30","0,30|0,30","1,00|3,00","1,00|3,03","1,00|3,00","1,00|3,03","3,00|7,00","3,03|7,19","2,00|4,00","2,02|4,06",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Financiera Rio S.A.,F072013,"0,10|0,60","0,10|0,60","0,10|0,45","0,10|0,45","1,50|6,00","1,51|6,17","1,00|3,50","1,00|3,56","3,00|10,00","3,04|10,47","3,00|5,50","3,04|5,64",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Finlatina S.A. de Finanzas,F072013,"0,65|0,65","0,65|0,65",-|-,-|-,"2,00|8,80","2,01|8,99","1,50|13,00","1,51|13,42","6,00|13,80","6,16|14,43","3,00|12,80","3,04|13,57",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Fondo Ganadero,F072013,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Grupo Internacional de Finanzas S.A.E.C.A. (INTERFISA),F072013,"0,60|0,60","0,60|0,60","0,30|0,30","0,30|0,30","2,25|6,00","2,27|6,17","2,25|3,75","2,27|3,82","7,00|9,50","7,23|9,93","3,25|4,75","3,30|4,85",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Solar S.A.,F072013,"0,10|0,60","0,10|0,60","0,05|0,25","0,05|0,25","1,50|6,10","1,51|6,19","0,50|3,25","0,50|3,28","3,70|11,00","3,73|11,31","1,50|4,25","1,51|4,30",-|-,-|-,-|-,-|-
Financieras-Julio-2013.pdf,Tu Financiera S.A.,F072013,"0,40|0,60","0,40|0,60","0,12|0,18","0,12|0,18","4,00|6,00","4,07|6,17","1,00|2,00","1,00|2,02","5,00|8,00","5,12|8,30","2,50|3,50","2,53|3,56",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Ara SA de Finanzas,F102013,"0,51|0,76","0,51|0,76","0,15|0,37","0,15|0,37","4,02|5,03","4,09|5,15","4,16|9,40","4,24|9,82","8,73|12,10","9,09|12,79","4,58|10,45","4,68|10,97",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Crisol y Encarnación Financiera S.A. (CEFISA),F102013,"0,77|0,77","0,77|0,77","0,10|0,15","0,10|0,15","2,00|2,50","2,02|2,53","1,75|2,00","1,76|2,02","3,50|6,00","3,56|6,17","3,00|4,50","3,04|4,59",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,El Comercio Financiera S.A.E.C.A.,F102013,"-|0,50","-|0,50","-|0,15","-|0,15","1,00|5,00","1,00|5,12","1,00|4,00","1,00|4,07","5,00|8,00","5,12|8,30","2,50|5,00","2,53|5,12","5,00|8,00","5,12|8,30","3,00|5,00","3,04|5,12"
Financieras-Octubre-2013.pdf,Financiera Exportadora Paraguaya S.A.(FINEXPAR),F102013,"0,10|0,46","0,10|0,46","0,10|0,24","0,10|0,24","3,50|5,85","3,56|6,01","2,00|5,00","2,02|5,12","7,00|10,50","7,23|11,02","3,00|5,50","3,04|5,64",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Financiera Internacional Santa Ana S.A.,F102013,"0,50|0,75","0,50|0,75","0,20|0,30","0,20|0,30","4,00|6,00","4,07|6,17",-|-,-|-,"9,00|12,00","9,38|12,68","5,00|8,00","5,12|8,30",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F102013,"0,50|0,50","0,50|0,50","0,30|0,30","0,30|0,30","1,00|3,00","1,00|3,03","1,00|3,00","1,00|3,03","3,00|7,00","3,03|7,19","2,00|4,00","2,02|4,06",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Financiera Rio S.A.,F102013,"0,10|0,60","0,10|0,60","0,10|0,40","0,10|0,40","1,50|6,00","1,51|6,17","1,00|3,50","1,00|3,56","3,00|10,00","3,04|10,47","3,00|5,50","3,04|5,64",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Finlatina S.A. de Finanzas,F102013,"0,77|0,77","0,77|0,77",-|-,-|-,"2,00|6,04","2,01|6,14","1,50|10,31","1,51|10,58","6,00|12,65","6,16|13,41","3,00|11,01","3,04|11,58",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Fondo Ganadero,F102013,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Grupo Internacional de Finanzas S.A.E.C.A. (INTERFISA),F102013,"0,60|0,60","0,60|0,60","0,30|0,30","0,30|0,30","2,25|6,00","2,27|6,17","2,25|3,75","2,27|3,82","7,00|9,50","7,23|9,93","3,25|4,75","3,30|4,85",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Solar S.A.,F102013,"0,10|0,60","0,10|0,60","0,05|0,25","0,05|0,25","1,50|6,00","1,51|6,09","0,50|3,25","0,50|3,28","3,70|10,50","3,73|10,78","1,70|4,25","1,72|4,30",-|-,-|-,-|-,-|-
Financieras-Octubre-2013.pdf,Tu Financiera S.A.,F102013,"0,05|0,51","0,05|0,51","0,10|0,15","0,10|0,15","4,00|6,00","4,07|6,17","1,00|2,00","1,00|2,02","5,00|8,00","5,12|8,30","2,50|3,50","2,53|3,56",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Ara SA de Finanzas,F092013,"-|0,71","-|0,71","-|0,52","-|0,52","1,00|7,30","1,00|7,55","1,00|12,20","1,00|12,91","5,00|14,20","5,12|15,16","3,00|13,00","3,04|13,80",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Crisol y Encarnación Financiera S.A. (CEFISA),F092013,"0,72|0,72","0,72|0,72","0,10|0,15","0,10|0,15","2,00|2,50","2,02|2,53","1,75|2,00","1,76|2,02","3,50|6,00","3,56|6,17","3,00|4,50","3,04|4,59",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,El Comercio Financiera S.A.E.C.A.,F092013,"-|0,50","-|0,50","-|0,15","-|0,15","1,00|5,00","1,00|5,12","1,00|4,00","1,00|4,07","5,00|8,00","5,12|8,30","2,50|5,00","2,53|5,12","5,00|8,00","5,12|8,30","3,00|5,00","3,04|5,12"
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Financiera Exportadora Paraguaya S.A.(FINEXPAR),F092013,"0,10|0,46","0,10|0,46","0,10|0,24","0,10|0,24","3,50|6,50","3,56|6,70","2,00|5,00","2,02|5,12","7,00|10,50","7,23|11,02","3,00|5,50","3,04|5,64",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Financiera Internacional Santa Ana S.A.,F092013,"0,50|0,72","0,50|0,72","0,20|0,31","0,20|0,31","6,00|8,00","6,17|8,30",-|-,-|-,"9,00|12,00","9,38|12,68","5,00|8,00","5,12|8,30",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F092013,"0,50|0,50","0,50|0,50","0,30|0,30","0,30|0,30","1,00|3,00","1,00|3,03","1,00|3,00","1,00|3,03","3,00|7,00","3,03|7,19","2,00|4,00","2,02|4,06",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Financiera Rio S.A.,F092013,"0,10|0,60","0,10|0,60","0,10|0,40","0,10|0,40","1,50|6,00","1,51|6,17","1,00|3,50","1,00|3,56","3,00|10,00","3,04|10,47","3,00|5,50","3,04|5,64",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Finlatina S.A. de Finanzas,F092013,"0,72|0,72","0,72|0,72",-|-,-|-,"2,00|7,49","2,01|7,64","1,50|12,58","1,51|12,98","6,00|14,28","6,16|15,26","3,00|13,09","3,04|13,90",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Fondo Ganadero,F092013,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Grupo Internacional de Finanzas S.A.E.C.A. (INTERFISA),F092013,"0,60|0,60","0,60|0,60","0,30|0,30","0,30|0,30","2,25|6,00","2,27|6,17","2,25|3,75","2,27|3,82","7,00|9,50","7,23|9,93","3,25|4,75","3,30|4,85",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Solar S.A.,F092013,"0,10|0,60","0,10|0,60","0,05|0,25","0,05|0,25","1,50|6,10","1,51|6,19","0,50|3,25","0,50|3,28","3,70|10,50","3,73|10,78","1,70|4,25","1,72|4,30",-|-,-|-,-|-,-|-
TIP+FINANCIERAS+SETIEMBRE 2013++Nuevo+Logo.pdf,Tu Financiera S.A.,F092013,"-|0,98","-|0,98","-|0,21","-|0,21","4,00|6,00","4,07|6,17","1,00|2,00","1,00|2,02","5,00|8,00","5,12|8,30","2,50|3,50","2,53|3,56",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Banco Amambay S.A.,B042013,"0,05|0,25","0,05|0,25","0,01|0,20","0,01|0,20","0,50|2,00","0,50|2,02","0,75|2,00","0,75|2,02","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53"
bancos-Abril-2013.pdf,Banco Atlas S.A.,B042013,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","2,00|4,00","2,02|4,07","0,50|2,50","0,50|2,53","3,00|8,00","3,04|8,30","1,50|4,50","1,51|4,59",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B042013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","0,75|3,50","0,75|3,53","0,25|1,00","0,25|1,00","2,00|5,50","2,00|5,50","0,50|3,00","0,50|3,00","2,00|5,50","2,00|5,50","0,50|3,00","0,50|3,00"
bancos-Abril-2013.pdf,Banco Continental S.A.E.C.A.,B042013,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|3,00","0,25|3,04","0,70|1,50","0,70|1,51","2,00|7,00","2,00|7,23","1,80|3,00","1,80|3,04",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Banco Do Brasil S.A.,B042013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50"
bancos-Abril-2013.pdf,Banco Familiar S.A.E.C.A.,B042013,"0,45|0,45","0,45|0,45","0,20|0,20","0,20|0,20","2,00|5,00","2,02|5,12","1,00|3,75","1,00|3,82","5,00|7,00","5,12|7,23","3,00|4,00","3,04|4,07",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Banco Itapúa S.A.E.C.A.,B042013,"0,25|0,70","0,25|0,70","0,15|0,35","0,15|0,35","0,75|6,00","0,75|6,17","1,00|4,00","1,00|4,07","3,25|9,00","3,30|9,38","2,25|6,00","2,27|6,17","3,25|9,00","3,30|9,38","2,25|6,00","2,27|6,17"
bancos-Abril-2013.pdf,Banco Itaú Paraguay S.A.,B042013,"0,05|3,00","0,05|3,04","0,05|1,50","0,05|1,51","1,00|5,00","1,00|5,12","0,40|3,50","0,40|3,56","1,00|7,00","1,00|7,23","0,70|4,25","0,70|4,33",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Banco Nacional de Fomento,B042013,"0,05|0,19","0,05|0,19","0,07|0,17","0,07|0,17","1,20|2,50","1,21|2,52","1,85|2,30","1,87|2,32","2,70|3,75","2,73|3,80","2,95|3,50","2,99|3,55",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Banco Regional S.A.E.C.A,B042013,"0,05|1,00","0,05|1,00","0,05|0,20","0,05|0,20","2,00|4,00","2,02|4,07","1,00|2,50","1,00|2,53","3,00|6,00","3,04|6,17","2,50|4,50","2,53|4,59",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Banco de la Nación Argentina,B042013,"0,20|0,48","0,20|0,48","0,05|0,15","0,05|0,15","0,80|2,50","0,80|2,52","0,80|2,00","0,80|2,01","4,00|4,00","4,00|4,00","3,00|3,00","3,00|3,00",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Bancop S.A.,B042013,"0,25|1,10","0,25|1,10","0,20|0,50","0,20|0,50","3,00|7,00","3,04|7,23","2,00|5,00","2,02|5,12","9,00|11,00","9,38|11,57","2,50|6,50","2,53|6,70",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Citibank N.A.,B042013,"0,01|0,65","0,01|0,65","0,01|0,19","0,01|0,19","1,00|4,75","1,00|4,85","0,20|2,00","0,20|2,02","1,25|5,00","1,26|5,12","0,50|2,50","0,50|2,53","1,25|5,00","1,26|5,12","0,50|2,50","0,50|2,53"
bancos-Abril-2013.pdf,HSBC Bank Paraguay S.A.,B042013,"0,01|0,50","0,01|0,50","0,01|0,25","0,01|0,50","2,86|4,86","2,90|4,97","0,28|2,28","0,28|2,30","3,57|5,57","3,63|5,71","1,14|3,14","1,15|3,18",-|-,-|-,-|-,-|-
bancos-Abril-2013.pdf,Sudameris Bank S.A.E.C.A.,B042013,"-|0,30","-|0,30","-|0,30","-|0,30","1,00|1,75","1,00|1,76","1,00|1,30","1,00|1,31","1,75|3,50","1,76|3,56","1,45|2,30","1,46|2,32","1,75|3,50","1,76|3,56","1,45|2,30","1,46|2,32"
bancos-Abril-2013.pdf,Visión Banco S.A.E.C.A.,B042013,"0,50|0,50","0,50|0,50","0,01|0,10","0,01|0,10","4,10|4,85","4,18|4,96","2,00|2,02","2,02|2,04","6,15|9,25","6,33|9,65","4,25|4,65","4,33|4,75",-|-,-|-,-|-,-|-
bancos-Enero-2013.pdf,Banco Amambay S.A.,B012013,"0,05%|0,25%","0,05%|0,25%","0,01%|0,20%","0,01%|0,20%","0,50%|2,00%","0,50%|2,02%","0,75%|2,00%","0,75%|2,02%","2,75%|5,00%","2,78%|5,12%","1,75%|2,50%","1,76%|2,53%","2,75%|5,00%","2,78%|5,12%","1,75%|2,50%","1,76%|2,53%"
bancos-Enero-2013.pdf,Banco Atlas S.A.,B012013,"0,10%|0,20%","0,10%|0,20%","0,05%|0,10%","0,05%|0,10%","2,00%|4,00%","2,02%|4,07%","0,50%|2,50%","0,50%|2,53%","3,00%|8,00%","3,04%|8,30%","1,50%|4,50%","1,51%|4,59%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B012013,"0,05%|0,05%","0,05%|0,05%","0,05%|0,05%","0,05%|0,05%","0,75%|3,50%","0,75%|3,50%","0,25%|2,00%","0,25%|2,00%","2,00%|5,50%","2,00%|5,50%","0,50%|3,50%","0,50%|3,50%","2,00%|5,50%","2,00%|5,50%","0,50%|3,50%","0,50%|3,50%"
bancos-Enero-2013.pdf,Banco Continental S.A.E.C.A.,B012013,"0,10%|0,22%","0,10%|0,22%","0,08%|0,18%","0,08%|0,18%","0,25%|3,00%","0,25%|3,04%","0,70%|1,50%","0,70%|1,51%","2,00%|7,00%","2,00%|7,23%","1,80%|3,00%","1,80%|3,04%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Banco Do Brasil S.A.,B012013,"0,05%|0,05%","0,05%|0,05%","0,05%|0,05%","0,05%|0,05%","1,00%|2,00%","1,00%|2,00%","0,15%|0,15%","0,15%|0,15%","2,00%|4,00%","2,00%|4,07%","0,30%|0,50%","0,30%|0,50%","2,00%|4,00%","2,00%|4,07%","0,30%|0,50%","0,30%|0,50%"
bancos-Enero-2013.pdf,Banco Familiar S.A.E.C.A.,B012013,"0,45%|0,45%","0,45%|0,45%","0,20%|0,20%","0,20%|0,20%","2,00%|5,00%","2,02%|5,12%","1,00%|3,75%","1,00%|3,82%","5,00%|7,00%","5,12%|7,23%","3,00%|4,00%","3,04%|4,07%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Banco Itapúa S.A.E.C.A.,B012013,"0,25%|0,70%","0,25%|0,70%","0,15%|0,35%","0,15%|0,35%","0,75%|6,00%","0,75%|6,17%","1,00%|4,00%","1,00%|4,07%","3,25%|9,00%","3,30%|9,38%","2,25%|6,00%","2,27%|6,17%","0,75%|8,00%","0,75%|8,30%","0,70%|5,00%","0,70%|5,12%"
bancos-Enero-2013.pdf,Banco Itaú Paraguay S.A.,B012013,"0,05%|3,00%","0,05%|3,04%","0,05%|1,50%","0,05%|1,51%","1,00%|5,00%","1,00%|5,12%","0,40%|3,50%","0,40%|3,56%","1,00%|7,00%","1,00%|7,23%","0,70%|4,25%","0,70%|4,33%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Banco Nacional de Fomento,B012013,"0,05%|0,19%","0,05%|0,19%","0,07%|0,17%","0,07%|0,17%","1,20%|2,50%","1,21%|2,52%","1,85%|2,30%","1,87%|2,32%","2,70%|3,75%","2,73%|3,80%","2,95%|3,50%","2,99%|3,55%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Banco Regional S.A.E.C.A,B012013,"0,05%|1,00%","0,05%|1,00%","0,05%|0,20%","0,05%|0,20%","2,00%|4,00%","2,02%|4,07%","1,00%|2,50%","1,00%|2,53%","3,00%|6,00%","3,04%|6,17%","2,50%|4,50%","2,53%|4,59%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Banco de la Nación Argentina,B012013,"0,20%|0,48%","0,20%|0,48%","0,05%|0,15%","0,05%|0,15%","0,80%|2,50%","0,80%|2,52%","0,80%|2,00%","0,80%|2,01%","4,00%|4,00%","4,00%|4,00%","3,00%|3,00%","3,00%|3,00%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Bancop S.A.,B012013,"0,25%|1,00%","0,25%|1,00%","0,20%|0,40%","0,20%|0,40%","3,00%|6,00%","3,04%|6,17%","2,00%|4,00%","2,02%|4.07%","9,00%|12,00%","9,38%|12,68%","2,50%|5,50%","2,53%|5,64%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Citibank N.A.,B012013,"0,01%|0,65%","0,01%|0,65%","0,01%|0,19%","0,01%|0,19%","1,00%|5,25%","1,00%|5,38%","0,20%|2,00%","0,20%|2,02%","1,25%|5,50%","1,26%|5,64%","0,50%|3,50%","0,50%|3,56%","1,25%|5,50%","1,26%|5,64%","0,50%|3,50%","0,50%|3,56%"
bancos-Enero-2013.pdf,HSBC Bank Paraguay S.A.,B012013,"0,03%|0,30%","0,03%|0,30%","0,05%|0,10%","0,05%|0,10%","0,25%|0,75%","0,25%|0,75%","0,10%|0,50%","0,10%|0,50%","1,50%|3,50%","1,51%|3,55%","0,25%|1,10%","0,25%|1,10%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Enero-2013.pdf,Sudameris Bank S.A.E.C.A.,B012013,"0,00%|0,30%","0,00%|0,30%","0,00%|0,30%","0,00%|0,30%","1,00%|1,75%","1,00%|1,76%","1,00%|1,30%","1,00%|1,31%","1,75%|3,50%","1,76%|3,56%","1,45%|2,30%","1,46%|2,32%","1,75%|3,50%","1,76%|3,56%","1,45%|2,30%","1,46%|2,32%"
bancos-Enero-2013.pdf,Visión Banco S.A.E.C.A.,B012013,"0,50%|0,50%","0,50%|0,50%","0,01%|0,10%","0,01%|0,10%","4,10%|4,75%","4,18%|4,85%","2,15%|2,25%","2,17%|2,27%","6,15%|8,10%","6,33%|8,41%","4,25%|4,50%","4,33%|4,59%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Banco Amambay S.A.,B022013,"0,05%|0,25%","0,05%|0,25%","0,01%|0,20%","0,01%|0,20%","0,50%|2,00%","0,50%|2,02%","0,75%|2,00%","0,75%|2,02%","2,75%|5,00%","2,78%|5,12%","1,75%|2,50%","1,76%|2,53%","2,75%|5,00%","2,78%|5,12%","1,75%|2,50%","1,76%|2,53%"
bancos-Febrero-2013.pdf,Banco Atlas S.A.,B022013,"0,10%|0,20%","0,10%|0,20%","0,05%|0,10%","0,05%|0,10%","2,00%|4,00%","2,02%|4,07%","0,50%|2,50%","0,50%|2,53%","3,00%|8,00%","3,04%|8,30%","1,50%|4,50%","1,51%|4,59%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B022013,"0,05%|0,05%","0,05%|0,05%","0,05%|0,05%","0,05%|0,05%","0,75%|3,50%","0,75%|3,53%","0,25%|2,00%","0,25%|2,01%","2,00%|5,50%","2,00%|5,50%","0,50%|3,50%","0,50%|3,50%","2,00%|5,50%","2,00%|5,50%","0,50%|3,50%","0,50%|3,50%"
bancos-Febrero-2013.pdf,Banco Continental S.A.E.C.A.,B022013,"0,10%|0,22%","0,10%|0,22%","0,08%|0,18%","0,08%|0,18%","0,25%|3,00%","0,25%|3,04%","0,70%|1,50%","0,70%|1,51%","2,00%|7,00%","2,00%|7,23%","1,80%|3,00%","1,80%|3,04%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Banco Do Brasil S.A.,B022013,"0,05%|0,05%","0,05%|0,05%","0,05%|0,05%","0,05%|0,05%","1,00%|2,00%","1,00%|2,00%","0,15%|0,15%","0,15%|0,15%","2,00%|4,00%","2,00%|4,07%","0,30%|0,50%","0,30%|0,50%","2,00%|4,00%","2,00%|4,07%","0,30%|0,50%","0,30%|0,50%"
bancos-Febrero-2013.pdf,Banco Familiar S.A.E.C.A.,B022013,"0,45%|0,45%","0,45%|0,45%","0,20%|0,20%","0,20%|0,20%","2,00%|5,00%","2,02%|5,12%","1,00%|3,75%","1,00%|3,82%","5,00%|7,00%","5,12%|7,23%","3,00%|4,00%","3,04%|4,07%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Banco Itapúa S.A.E.C.A.,B022013,"0,25%|0,70%","0,25%|0,70%","0,15%|0,35%","0,15%|0,35%","0,75%|6,00%","0,75%|6,17%","1,00%|4,00%","1,00%|4,07%","3,25%|9,00%","3,30%|9,38%","2,25%|6,00%","2,27%|6,17%","3,25%|9,00%","3,30%|9,38%","2,25%|6,00%","2,27%|6,17%"
bancos-Febrero-2013.pdf,Banco Itaú Paraguay S.A.,B022013,"0,05%|3,00%","0,05%|3,04%","0,05%|1,50%","0,05%|1,51%","1,00%|5,00%","1,00%|5,12%","0,40%|3,50%","0,40%|3,56%","1,00%|7,00%","1,00%|7,23%","0,70%|4,25%","0,70%|4,33%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Banco Nacional de Fomento,B022013,"0,05%|0,19%","0,05%|0,19%","0,07%|0,17%","0,07%|0,17%","1,20%|2,50%","1,21%|2,52%","1,85%|2,30%","1,87%|2,32%","2,70%|3,75%","2,73%|3,80%","2,95%|3,50%","2,99%|3,55%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Banco Regional S.A.E.C.A,B022013,"0,05%|1,00%","0,05%|1,00%","0,05%|0,20%","0,05%|0,20%","2,00%|4,00%","2,02%|4,07%","1,00%|2,50%","1,00%|2,53%","3,00%|6,00%","3,04%|6,17%","2,50%|4,50%","2,53%|4,59%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Banco de la Nación Argentina,B022013,"0,20%|0,48%","0,20%|0,48%","0,05%|0,15%","0,05%|0,15%","0,80%|2,50%","0,80%|2,52%","0,80%|2,00%","0,80%|2,01%","4,00%|4,00%","4,00%|4,00%","3,00%|3,00%","3,00%|3,00%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Bancop S.A.,B022013,"0,25%|1,00%","0,25%|1,00%","0,20%|0,40%","0,20%|0,40%","3,00%|6,00%","3,04%|6,17%","2,00%|4,00%","2,02%|4.07%","9,00%|11,00%","9,38%|11,57%","2,50%|5,50%","2,53%|5,64%",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
bancos-Febrero-2013.pdf,Citibank N.A.,B022013,"0,01%|0,65%","0,01%|0,65%","0,01%|0,19%","0,01%|0,19%","1,00%|5,25%","1,00%|5,38%","0,20%|2,00%","0,20%|2,02%","1,25%|5,50%","1,26%|5,64%","0,50%|3,50%","0,50%|3,56%","1,25%|5,50%","1,26%|5,64%","0,50%|3,50%","0,50%|3,56%"
