Archivo Fuente,Entidad,Fecha,Caja Ahorro M/L Nominal,Caja Ahorro M/L Efectiva,Caja Ahorro M/E Nominal,Caja Ahorro M/E Efectiva,CDA <= 180 M/L Nominal,CDA <= 180 M/L Efectiva,CDA <= 180 M/E Nominal,CDA <= 180 M/E Efectiva,CDA <= 365 M/L Nominal,CDA <= 365 M/L Efectiva,CDA <= 365 M/E Nominal,CDA <= 365 M/E Efectiva,CDA > 365 M/L Nominal,CDA > 365 M/L Efectiva,CDA > 365 M/E Nominal,CDA > 365 M/E Efectiva
Bancos-Diciembre-2020.pdf,Citibank N.A.,B122020,"0,05|0,50","0,05|0,50","0,01|0,29","0,01|0,29","0,50|1,70","0,50|1,71","0,20|0,80","0,20|0,80","0,70|2,00","0,70|2,02","0,30|1,00","0,30|1,00","1,10|2,20","1,11|2,22","0,90|1,10","0,90|1,11"
Bancos-Diciembre-2020.pdf,Interfisa Banco SAECA,B122020,"0,10|0,69","0,10|0,69","0,05|0,39","0,05|0,39","0,50|1,34","0,50|1,35","0,25|0,79","0,25|0,79","2,20|3,78","2,22|3,85","0,85|1,25","0,85|1,26","3,00|5,82","3,04|5,98","2,15|3,57","2,17|3,63"
Bancos-Diciembre-2020.pdf,Sudameris Bank S.A.E.C.A.,B122020,"0,10|0,10","0,10|0,10","-|0,10","-|0,10","1,50|1,75","1,51|1,76","0,35|0,85","0,35|0,85","3,00|3,30","3,04|3,35","1,25|2,50","1,26|2,53","4,25|7,25","4,33|7,50","2,50|4,50","2,53|4,59"
Bancos-Diciembre-2020.pdf,Visión Banco S.A.E.C.A.,B122020,"0,01|0,01","0,01|0,10","0,01|0,01","0,01|0,01","1,00|1,30","1,00|1,31","0,10|0,70","0,10|0,70","2,00|3,70","2,02|3,76","1,00|1,20","1,00|1,21","5,00|5,80","5,12|5,96","3,00|3,50","3,04|3,56"
Bancos-Enero-2020.pdf,Banco Atlas S.A.,B012020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-Enero-2020.pdf,Banco BASA S.A.,B012020,"0,05|1,08","0,05|1,09","0,01|0,39","0,01|0,39","0,50|3,54","0,50|3,60","0,20|1,37","0,20|1,38","2,75|6,86","2,78|7,04","1,50|2,94","1,51|2,96","5,00|7,56","5,12|7,73","3,00|4,60","3,04|4,65"
Bancos-Enero-2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B012020,"0,05|0,05","0,05|0,05","-|0,05","-|0,05","0,75|2,50","0,75|2,53","0,25|0,50","0,25|0,50","2,00|3,50","2,02|3,56","0,50|1,00","0,50|1,00","3,50|5,50","3,56|5,64","0,50|1,75","0,50|1,76"
Bancos-Enero-2020.pdf,Banco Continental S.A.E.C.A.,B012020,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,25","0,25|2,27","0,25|1,75","0,25|1,76","1,75|3,50","1,75|3,56","1,25|2,25","1,25|2,27","4,25|8,25","4,25|8,57","2,50|5,50","2,50|5,64"
Bancos-Enero-2020.pdf,Banco Do Brasil S.A.,B012020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-Enero-2020.pdf,Banco Familiar S.A.E.C.A.,B012020,"0,25|0,25","0,25|0,25","0,10|0,10","0,10|0,10","1,00|4,00","1,00|4,07","0,30|0,90","0,30|0,90","3,00|4,50","3,04|4,59","1,20|2,50","1,21|2,53","6,00|8,75","6,17|9,11","2,50|4,50","2,53|4,59"
Bancos-Enero-2020.pdf,Banco GNB Paraguay S.A.,B012020,"0,01|0,50","0,01|0,50","-|0,14","-|0,14","0,51|1,65","0,51|1,56","0,15|0,98","0,15|0,98","1,66|5,15","1,57|5,27","0,99|2,50","0,99|2,52","5,16|6,10","5,28|6,27","2,51|3,00","2,53|3,04"
Bancos-Enero-2020.pdf,Banco Itaú Paraguay S.A.,B012020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,75|2,95","0,75|2,99","0,15|1,62","0,15|1,63","1,00|4,12","1,00|4,20","0,25|1,65","0,25|1,66","1,50|5,07","1,51|5,19","1,25|2,17","1,26|2,19"
Bancos-Enero-2020.pdf,Banco Nacional de Fomento,B012020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|4,00","1,71|4,00","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-Enero-2020.pdf,Banco Regional S.A.E.C.A,B012020,"-|0,50","-|0,50","-|0,20","-|0,20","1,75|3,50","1,76|3,56","0,35|1,00","0,35|1,00","3,00|6,50","3,04|6,70","1,50|4,00","1,51|4,07","5,00|10,50","5,12|11,02","2,50|6,50","2,53|6,70"
Bancos-Enero-2020.pdf,Banco Rio S.A.E.C.A.,B012020,"0,10|0,38","0,10|0,38","0,10|0,33","0,10|0,33","1,00|3,00","1,00|3,04","1,00|1,50","1,00|1,51","3,00|5,00","3,04|5,12","1,00|1,50","1,00|1,50","6,00|6,50","6,17|6,70","2,50|3,00","2,53|3,04"
Bancos-Enero-2020.pdf,Banco de la Nación Argentina,B012020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|3,00","0,80|3,04","0,20|0,35","0,20|0,35","4,50|4,50","4,59|4,59","1,15|1,15","1,15|1,15","5,50|5,50","5,64|5,64","2,00|2,00","2,02|2,02"
Bancos-Enero-2020.pdf,Bancop S.A.,B012020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","2,40|3,15","2,43|3,20","0,25|2,00","0,25|2,02","2,75|3,50","2,78|3,56","1,75|2,75","1,76|2,78","6,65|8,00","6,86|8,30","3,90|5,50","3,97|5,64"
Bancos-Enero-2020.pdf,Citibank N.A.,B012020,"0,05|0,99","0,05|0,99","0,01|0,29","0,01|0,29","1,00|4,25","1,00|4,33","0,25|0,50","0,25|0,50","1,10|4,50","1,11|4,59","0,85|1,15","0,85|1,16","1,30|5,25","1,31|5,38","1,15|1,35","1,16|1,36"
Bancos-Enero-2020.pdf,Interfisa Banco SAECA,B012020,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-
Bancos-Enero-2020.pdf,Sudameris Bank S.A.E.C.A.,B012020,"-|0,15","-|0,15","-|0,10","-|0,10","0,75|2,50","0,75|2,53","0,35|0,85","0,35|0,85","2,50|4,25","2,53|4,33","1,25|2,50","1,26|2,53","4,25|7,50","4,33|7,76","2,50|4,50","2,53|4,59"
Bancos-Enero-2020.pdf,Visión Banco S.A.E.C.A.,B012020,"0,10|0,10","0,10|0,10","0,01|0,10","0,01|0,10","3,25|3,50","3,30|3,56","1,00|1,00","1,00|1,00","3,75|4,25","3,82|4,33","1,50|2,00","1,51|2,02","6,50|7,50","6,70|7,76","4,00|4,50","4,07|4,59"
Bancos-Febrero-2020.pdf,Banco Atlas S.A.,B022020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-Febrero-2020.pdf,Banco BASA S.A.,B022020,"0,05|0,91","0,05|0,92","0,01|0,42","0,01|0,42","0,50|3,31","0,50|3,35","0,20|1,66","0,20|1,67","2,75|4,41","2,78|4,48","1,50|1,90","1,51|1,91","5,00|7,97","5,12|8,11","3,00|4,11","3,04|4,14"
Bancos-Febrero-2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B022020,"0,05|0,05","0,05|0,05","-|0,05","-|0,05","0,75|2,50","0,75|2,53","0,25|0,50","0,25|0,50","2,00|3,50","2,02|3,56","0,50|1,00","0,50|1,00","3,50|5,50","3,56|5,64","0,50|1,75","0,50|1,76"
Bancos-Febrero-2020.pdf,Banco Continental S.A.E.C.A.,B022020,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,25","0,25|2,27","0,25|1,75","0,25|1,76","1,75|3,50","1,75|3,56","1,25|2,25","1,25|2,27","4,25|8,25","4,25|8,57","2,50|5,50","2,50|5,64"
Bancos-Febrero-2020.pdf,Banco Do Brasil S.A.,B022020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-Febrero-2020.pdf,Banco Familiar S.A.E.C.A.,B022020,"0,25|0,25","0,25|0,25","0,10|0,10","0,10|0,10","1,00|4,00","1,00|4,07","0,30|0,90","0,30|0,90","3,00|4,50","3,04|4,59","1,20|2,50","1,21|2,53","6,00|8,75","6,17|9,11","2,50|4,50","2,53|4,59"
Bancos-Febrero-2020.pdf,Banco GNB Paraguay S.A.,B022020,"0,01|0,50","0,01|0,50","-|0,14","-|0,14","0,51|1,65","0,51|1,66","0,15|0,98","0,15|0,98","1,66|5,15","1,67|5,27","0,99|2,50","0,99|2,52","5,16|6,10","5,28|6,27","2,51|3,00","2,53|3,04"
Bancos-Febrero-2020.pdf,Banco Itaú Paraguay S.A.,B022020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,75|3,69","0,75|3,75","0,15|2,24","0,15|2,26","1,00|4,25","1,00|4,33","0,25|2,36","0,25|2,39","1,50|4,62","1,51|4,72","1,25|2,38","1,26|2,41"
Bancos-Febrero-2020.pdf,Banco Nacional de Fomento,B022020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|4,00","1,71|4,00","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-Febrero-2020.pdf,Banco Regional S.A.E.C.A,B022020,"-|0,50","-|0,50","-|0,20","-|0,20","1,75|3,50","1,76|3,56","0,35|1,00","0,35|1,00","3,00|6,25","3,04|6,43","1,50|3,75","1,51|3,82","5,00|9,00","5,12|9,38","2,50|5,75","2,53|5,90"
Bancos-Febrero-2020.pdf,Banco Rio S.A.E.C.A.,B022020,"0,10|0,38","0,10|0,38","0,10|0,33","0,10|0,33","1,00|3,00","1,00|3,04","1,00|1,50","1,00|1,51","3,00|5,00","3,04|5,12","1,00|1,50","1,00|1,50","6,00|6,50","6,17|6,70","2,50|3,00","2,53|3,04"
Bancos-Febrero-2020.pdf,Banco de la Nación Argentina,B022020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|3,00","0,80|3,04","0,20|0,35","0,20|0,35","4,40|4,40","4,49|4,49","1,15|1,15","1,15|1,15","5,50|5,50","5,64|5,64","2,00|2,00","2,02|2,02"
Bancos-Febrero-2020.pdf,Bancop S.A.,B022020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","2,40|3,15","2,43|3,20","0,25|2,00","0,25|2,02","2,75|3,50","2,78|3,56","1,75|2,75","1,76|2,78","6,65|8,00","6,86|8,30","3,90|5,50","3,97|5,64"
Bancos-Febrero-2020.pdf,Citibank N.A.,B022020,"0,05|0,99","0,05|0,99","0,01|0,29","0,01|0,29","1,18|4,05","1,19|4,13","0,30|0,90","0,30|0,90","1,25|4,10","1,26|4,18","0,90|1,15","0,90|1,16","1,50|4,80","1,51|4,91","1,20|1,35","1,21|1,36"
Bancos-Febrero-2020.pdf,Interfisa Banco SAECA,B022020,"0,40|0,40","0,40|0,40","0,20|0,20","0,20|0,20","3,00|4,25","3,04|4,33","1,75|2,25","1,76|2,28","4,00|5,00","4,08|5,11","2,25|3,25","2,27|3,30","6,00|7,50","6,17|7,76","3,25|5,50","3,30|5,64"
Bancos-Febrero-2020.pdf,Sudameris Bank S.A.E.C.A.,B022020,"-|0,15","-|0,15","-|0,10","-|0,10","0,75|2,50","0,75|2,53","0,35|0,85","0,35|0,85","2,50|4,25","2,53|4,33","1,25|2,50","1,26|2,53","4,25|7,50","4,33|7,76","2,50|4,50","2,53|4,59"
Bancos-Febrero-2020.pdf,Visión Banco S.A.E.C.A.,B022020,"0,10|0,10","0,10|0,10","0,01|0,10","0,01|0,10","3,25|3,50","3,30|3,56","1,00|1,00","1,00|1,00","3,75|4,25","3,82|4,33","1,50|2,00","1,51|2,02","6,50|7,50","6,70|7,76","3,50|4,50","3,56|4,59"
Bancos-Marzo-2020.pdf,Banco Atlas S.A.,B032020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-Marzo-2020.pdf,Banco BASA S.A.,B032020,"0,05|1,14","0,05|1,15","0,01|0,50","0,01|0,50","0,50|3,51","0,50|3,56","0,20|1,64","0,20|1,65","2,75|4,41","2,78|4,48","1,50|2,53","1,51|2,54","5,00|7,46","5,12|7,64","3,00|4,48","3,04|4,51"
Bancos-Marzo-2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B032020,"0,05|0,05","0,05|0,05","-|0,05","-|0,05","0,75|2,50","0,75|2,53","0,25|0,50","0,25|0,50","2,00|3,50","2,02|3,56","0,50|1,00","0,50|1,00","2,00|3,50","2,02|3,56","0,50|1,00","0,50|1,00"
Bancos-Marzo-2020.pdf,Banco Continental S.A.E.C.A.,B032020,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,25","0,25|2,27","0,25|1,75","0,25|1,76","1,75|3,50","1,75|3,56","1,25|2,25","1,25|2,27","4,25|8,25","4,25|8,57","2,50|5,50","2,50|5,64"
Bancos-Marzo-2020.pdf,Banco Do Brasil S.A.,B032020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-Marzo-2020.pdf,Banco Familiar S.A.E.C.A.,B032020,"0,25|0,25","0,25|0,25","0,10|0,10","0,10|0,10","1,00|4,00","1,00|4,07","0,30|0,90","0,30|0,90","3,00|4,50","3,04|4,59","1,20|2,50","1,21|2,53","6,00|8,75","6,17|9,11","2,50|4,50","2,53|4,59"
Bancos-Marzo-2020.pdf,Banco GNB Paraguay S.A.,B032020,"0,01|0,50","0,01|0,50","-|0,14","-|0,14","0,51|1,65","0,51|1,66","0,15|0,98","0,15|0,98","1,66|5,15","1,67|5,27","0,99|2,50","0,99|2,52","5,16|6,10","5,28|6,27","2,51|3,00","2,53|3,04"
Bancos-Marzo-2020.pdf,Banco Itaú Paraguay S.A.,B032020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,75|3,55","0,75|3,61","0,15|1,96","0,15|1,98","1,00|4,20","1,00|4,28","0,25|2,02","0,25|2,04","1,50|4,57","1,51|4,67","1,25|2,06","1,26|2,08"
Bancos-Marzo-2020.pdf,Banco Nacional de Fomento,B032020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|4,00","1,71|4,00","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-Marzo-2020.pdf,Banco Regional S.A.E.C.A,B032020,"-|0,50","-|0,50","-|0,20","-|0,20","1,75|3,50","1,76|3,56","0,35|1,00","0,35|1,00","3,00|6,25","3,04|6,43","1,50|3,75","1,51|3,82","5,00|9,00","5,12|9,38","2,50|5,75","2,53|5,90"
Bancos-Marzo-2020.pdf,Banco Rio S.A.E.C.A.,B032020,"0,10|0,38","0,10|0,38","0,10|0,33","0,10|0,33","1,00|3,00","1,00|3,04","1,00|1,50","1,00|1,50","3,00|5,00","3,04|5,12","1,00|1,50","1,00|1,50","6,00|6,50","6,17|6,70","2,50|3,00","2,53|3,04"
Bancos-Marzo-2020.pdf,Banco de la Nación Argentina,B032020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|3,00","0,80|3,04","0,20|0,35","0,20|0,35","4,40|4,40","4,49|4,49","1,15|1,15","1,15|1,15","5,50|5,50","5,64|5,64","2,00|2,00","2,02|2,02"
Bancos-Marzo-2020.pdf,Bancop S.A.,B032020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","2,40|2,90","2,43|2,94","0,90|1,50","0,90|1,51","2,75|3,40","2,78|3,45","1,35|2,35","1,36|2,38","6,25|7,50","6,43|7,76","3,90|5,50","3,97|5,64"
Bancos-Marzo-2020.pdf,Citibank N.A.,B032020,"0,05|0,99","0,05|0,99","0,01|0,29","0,01|0,29","1,18|4,30","1,19|4,39","0,30|1,00","0,30|1,00","1,25|4,40","1,26|4,49","0,90|1,30","0,90|1,31","1,50|5,00","1,51|5,12","1,20|1,45","1,21|1,46"
Bancos-Marzo-2020.pdf,Interfisa Banco SAECA,B032020,"0,40|0,40","0,40|0,40","0,20|0,20","0,20|0,20","3,00|4,25","3,04|4,33","1,75|2,25","1,76|2,28","4,00|5,00","4,08|5,11","2,25|3,25","2,27|3,30","6,00|7,50","6,17|7,76","3,25|5,50","3,30|5,64"
Bancos-Marzo-2020.pdf,Sudameris Bank S.A.E.C.A.,B032020,"-|0,15","-|0,15","-|0,10","-|0,10","0,75|2,50","0,75|2,53","0,35|0,85","0,35|0,85","2,50|4,25","2,53|4,33","1,25|2,50","1,26|2,53","4,25|7,50","4,33|7,76","2,50|4,50","2,53|4,59"
Bancos-Marzo-2020.pdf,Visión Banco S.A.E.C.A.,B032020,"0,10|0,10","0,10|0,10","0,01|0,10","0,01|0,10","3,25|3,50","3,30|3,56","1,00|1,00","1,00|1,00","3,75|4,25","3,82|4,33","1,50|2,00","1,51|2,02","6,50|7,50","6,70|7,76","3,50|4,50","3,56|4,59"
Bancos-Mayo-2020.pdf,Banco Atlas S.A.,B052020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-Mayo-2020.pdf,Banco BASA S.A.,B052020,"0,05|0,96","0,05|0,97","0,01|0,38","0,01|0,38","0,50|3,14","0,50|3,18","0,20|1,62","0,20|1,63","2,75|4,31","2,78|4,34","1,50|1,25","1,51|1,25","5,00|7,41","5,12|7,53","3,00|4,52","3,04|4,56"
Bancos-Mayo-2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B052020,"0,05|0,05","0,05|0,05","-|0,05","-|0,05","0,75|2,50","0,75|2,53","0,25|0,50","0,25|0,50","2,00|3,50","2,02|3,56","0,50|1,00","0,50|1,00","3,50|5,50","3,56|5,64","0,50|1,75","0,50|1,76"
Bancos-Mayo-2020.pdf,Banco Continental S.A.E.C.A.,B052020,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,25","0,25|2,27","0,25|1,75","0,25|1,76","1,75|3,50","1,75|3,56","1,25|2,25","1,25|2,27","4,25|8,25","4,25|8,57","2,50|5,50","2,50|5,64"
Bancos-Mayo-2020.pdf,Banco Do Brasil S.A.,B052020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-Mayo-2020.pdf,Banco Familiar S.A.E.C.A.,B052020,"0,25|0,25","0,25|0,25","0,10|0,10","0,10|0,10","1,00|4,00","1,00|4,07","0,30|0,90","0,30|0,90","3,00|4,50","3,04|4,59","1,20|2,50","1,21|2,53","6,00|8,75","6,17|9,11","2,50|4,50","2,53|4,59"
Bancos-Mayo-2020.pdf,Banco GNB Paraguay S.A.,B052020,"0,01|0,50","0,01|0,50","-|0,14","-|0,14","0,51|1,65","0,51|1,66","0,15|0,98","0,15|0,98","1,66|5,15","1,67|5,27","0,99|2,50","0,99|2,52","5,16|6,10","5,28|6,27","2,51|3,00","2,53|3,04"
Bancos-Mayo-2020.pdf,Banco Itaú Paraguay S.A.,B052020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,75|2,50","0,75|2,53","0,15|2,38","0,15|2,41","1,00|3,05","1,00|3,09","0,25|2,22","0,25|2,24","1,50|3,32","1,51|3,37","1,25|2,17","1,26|2,19"
Bancos-Mayo-2020.pdf,Banco Nacional de Fomento,B052020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|4,00","1,71|4,00","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-Mayo-2020.pdf,Banco Regional S.A.E.C.A,B052020,"-|0,50","-|0,50","-|0,20","-|0,20","0,50|3,50","0,50|3,56","0,35|1,00","0,35|1,00","2,50|6,25","2,53|6,43","1,50|3,00","1,51|3,04","4,50|9,00","4,59|9,38","2,50|5,75","2,53|5,90"
Bancos-Mayo-2020.pdf,Banco Rio S.A.E.C.A.,B052020,"0,10|0,96","0,10|0,97","0,10|0,38","0,10|0,38","1,00|3,14","1,00|3,18","1,00|1,62","1,00|1,63","3,00|4,31","3,04|4,34","1,00|1,25","1,00|1,25","6,00|7,41","6,17|7,53","4,00|4,52","4,00|4,56"
Bancos-Mayo-2020.pdf,Banco de la Nación Argentina,B052020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|3,00","0,80|3,04","0,20|0,35","0,20|0,35","4,40|4,40","4,49|4,49","1,15|1,15","1,15|1,15","5,50|5,50","5,64|5,64","2,00|2,00","2,02|2,02"
Bancos-Mayo-2020.pdf,Bancop S.A.,B052020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","2,25|2,75","2,27|2,78","0,75|1,35","0,75|1,36","2,60|3,25","2,63|3,30","1,20|2,20","1,21|2,22","6,00|7,25","6,17|7,50","3,65|5,25","3,71|5,38"
Bancos-Mayo-2020.pdf,Citibank N.A.,B052020,"0,05|0,50","0,05|0,50","0,01|0,29","0,01|0,29","1,18|2,80","1,19|2,84","0,20|1,00","0,20|1,00","1,25|3,00","1,26|3,04","0,30|1,20","0,30|1,21","1,50|3,50","1,51|3,56","0,90|1,80","0,90|1,81"
Bancos-Mayo-2020.pdf,Interfisa Banco SAECA,B052020,"0,10|0,40","0,10|0,40","0,10|0,20","0,10|0,20","1,00|2,75","1,00|2,78","0,50|1,00","0,50|1,00","2,75|4,25","2,78|4,33","1,00|1,25","1,00|1,26","4,25|7,00","4,33|7,23","1,25|4,50","1,26|4,59"
Bancos-Mayo-2020.pdf,Sudameris Bank S.A.E.C.A.,B052020,"-|0,15","-|0,15","-|0,10","-|0,10","0,75|2,50","0,75|2,53","0,35|0,85","0,35|0,85","2,50|4,25","2,53|4,33","1,25|2,50","1,26|2,53","4,25|7,50","4,33|7,76","2,50|4,50","2,53|4,59"
Bancos-Mayo-2020.pdf,Visión Banco S.A.E.C.A.,B052020,"0,10|0,10","0,10|0,10","0,01|0,10","0,01|0,10","3,25|3,50","3,30|3,56","1,00|1,00","1,00|1,00","3,75|4,25","3,82|4,33","1,50|2,00","1,51|2,02","6,50|7,25","6,70|7,50","3,50|4,50","3,56|4,59"
Bancos-Noviembre-2020.pdf,Banco Atlas S.A.,B112020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-Noviembre-2020.pdf,Banco BASA S.A.,B112020,"0,05|0,69","0,05|0,70","0,01|0,35","0,01|0,35","0,50|2,18","0,50|2,20","0,20|0,82","0,20|0,82","1,25|2,98","1,26|3,02","1,00|2,11","1,00|2,11","5,00|6,49","5,12|6,54","3,00|4,17","3,04|4,19"
Bancos-Noviembre-2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B112020,"0,01|0,01","0,01|0,01","0,01|0,01","0,01|0,01","0,05|0,25","0,05|0,25","0,05|0,25","0,05|0,25","0,25|0,50","0,25|0,50","0,25|0,50","0,25|0,50","0,50|2,50","0,50|2,53","0,50|1,50","0,50|1,51"
Bancos-Noviembre-2020.pdf,Banco Continental S.A.E.C.A.,B112020,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,00","0,25|2,02","0,25|1,15","0,25|1,16","1,25|3,00","1,25|3,04","0,75|1,65","0,75|1,66","3,00|6,00","3,00|6,17","1,70|3,70","1,70|3,76"
Bancos-Noviembre-2020.pdf,Banco Do Brasil S.A.,B112020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-Noviembre-2020.pdf,Banco Familiar S.A.E.C.A.,B112020,"0,05|0,05","0,05|0,05","0,01|0,01","0,01|0,01","0,50|1,25","0,50|1,26","0,25|0,50","0,25|0,50","0,50|1,50","0,50|1,51","0,25|0,75","0,25|0,75","3,75|6,25","3,82|6,43","2,00|4,00","2,02|4,07"
Bancos-Noviembre-2020.pdf,Banco GNB Paraguay S.A.,B112020,"0,01|0,02","0,01|0,02","0,01|0,02","0,01|0,02","0,25|0,30","0,25|0,30","0,15|0,20","0,15|0,20","0,50|0,65","0,50|0,65","0,30|0,35","0,30|0,35","1,50|2,30","1,51|2,32","1,00|2,00","1,00|2,01"
Bancos-Noviembre-2020.pdf,Banco Itaú Paraguay S.A.,B112020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,55","0,01|0,55","0,01|0,36","0,01|0,36","0,38|1,38","0,38|1,39","0,01|0,42","0,01|0,42","0,80|1,80","0,80|1,81","0,01|0,46","0,01|0,46"
Bancos-Noviembre-2020.pdf,Banco Nacional de Fomento,B112020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|3,35","1,71|3,35","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-Noviembre-2020.pdf,Banco Regional S.A.E.C.A,B112020,"-|0,50","-|0,50","-|0,20","-|0,20","0,10|0,75","0,10|0,75","0,05|0,15","0,05|0,15","0,25|3,00","0,25|3,04","1,00|2,75","1,00|2,78","0,50|5,00","0,50|5,12","2,00|4,00","2,02|4,07"
Bancos-Noviembre-2020.pdf,Banco Rio S.A.E.C.A.,B112020,"0,25|2,00","0,25|2,02","0,10|0,50","0,10|0,50","0,25|1,00","0,25|1,00","0,25|1,00","0,25|1,00","0,25|1,25","0,25|1,26","0,25|1,25","0,25|1,26","3,25|7,00","3,29|7,19","2,50|5,75","2,52|5,88"
